20250723085602250,1,11,001,000230,202507,,,20250114175329000	2	1	275	345112	202502	サンベ電気	サンベ電気	3100956285	5.6.30	5.6.30	5.10.31	5.10.31	3740000	3740000							電債	電債,20250114175329000	2	1	275	345112	202502	サンベ電気	サンベ電気	3100956285	5.6.30	5.6.30	5.10.31	5.10.31	3740000	3740000							電債	電債,2619,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085602250,1,12,001,000230,202507,,,20250114175329000	2	2	275	345112	202502	北陽電気工事	北陽電気工事	0010373413	5.7.20	5.7.20	5.10.31	5.10.31	2200000	2200000								,20250114175329000	2	2	275	345112	202502	北陽電気工事	北陽電気工事	0010373413	5.7.20	5.7.20	5.10.31	5.10.31	2200000	2200000								,2620,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085602250,1,13,001,000230,202507,,,20250114175329000	2	3	275	345112	202502	北陽電気工事	北陽電気工事	0010373413	5.6.20	5.6.20	5.9.30	5.9.30	2100000	2100000								,20250114175329000	2	3	275	345112	202502	北陽電気工事	北陽電気工事	0010373413	5.6.20	5.6.20	5.9.30	5.9.30	2100000	2100000								,2621,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085602250,1,14,001,000230,202507,,,20250114175329000	2	4	275	345112	202502	神州電気	神州電気	1207852226	5.7.18	5.7.18	5.10.15	5.10.15	800800	800800								,20250114175329000	2	4	275	345112	202502	神州電気	神州電気	1207852226	5.7.18	5.7.18	5.10.15	5.10.15	800800	800800								,2622,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085602250,1,15,001,000230,202507,,,20250114175329000	2	6	275	345112	202502	大成電気水道工業	大成電気水道工業	6640548927	5.5.10	5.5.10	5.8.1	5.8.1	5280770	5280770					島根中央信用金庫	島根中央信用金庫		,20250114175329000	2	6	275	345112	202502	大成電気水道工業	大成電気水道工業	6640548927	5.5.10	5.5.10	5.8.1	5.8.1	5280770	5280770					島根中央信用金庫	島根中央信用金庫		,2623,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085602250,1,16,001,000230,202507,,,20250114175329000	2	7	275	345112	202502	栗原工業	栗原工業	6404309993	5.4.30	5.4.30	5.8.31	5.8.31	5000000	5000000					〃	〃		,20250114175329000	2	7	275	345112	202502	栗原工業	栗原工業	6404309993	5.4.30	5.4.30	5.8.31	5.8.31	5000000	5000000					〃	〃		,2624,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085602250,1,17,001,000230,202507,,,20250114175329000	2	8	275	345112	202502	神州電気	神州電気	1207852226	5.5.15	5.5.15	5.8.16	5.8.16	3843400	3843400					〃	〃		,20250114175329000	2	8	275	345112	202502	神州電気	神州電気	1207852226	5.5.15	5.5.15	5.8.16	5.8.16	3843400	3843400					〃	〃		,2625,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085602250,1,18,001,000230,202507,,,20250114175329000	2	9	275	345112	202502	栗原工業	栗原工業	6404309993	5.4.30	5.4.30	5.8.31	5.8.31	1160000	1160000					〃	〃		,20250114175329000	2	9	275	345112	202502	栗原工業	栗原工業	6404309993	5.4.30	5.4.30	5.8.31	5.8.31	1160000	1160000					〃	〃		,2626,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085602250,1,19,001,000230,202507,,,20250114175329000	2	11	275	345112	202502	神州電気	神州電気	1207852226	5.6.15	5.6.15	5.9.15	5.9.15	382976	382976								,20250114175329000	2	11	275	345112	202502	神州電気	神州電気	1207852226	5.6.15	5.6.15	5.9.15	5.9.15	382976	382976								,2627,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085602250,1,20,001,000230,202507,,,20250114175329000	2	12	275	345112	202502	大成電気水道工業	大成電気水道工業	6640548927	5.6.12	5.6.12	5.9.1	5.9.1	192500	192500								,20250114175329000	2	12	275	345112	202502	大成電気水道工業	大成電気水道工業	6640548927	5.6.12	5.6.12	5.9.1	5.9.1	192500	192500								,2628,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250723085602250,1,21,001,000230,202507,,,20250114175329000	2	1	275	345112	202502	サンベ電気	サンベ電気	3100956285	5.6.30	5.6.30	5.10.31	5.10.31	3740000	3740000							電債	電債,20250114175329000	2	1	275	345112	202502	サンベ電気	サンベ電気	3100956285	5.6.30	5.6.30	5.10.31	5.10.31	3740000	3740000							電債	電債,2619,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085602250,1,22,001,000230,202507,,,20250114175329000	2	2	275	345112	202502	北陽電気工事	北陽電気工事	0010373413	5.7.20	5.7.20	5.10.31	5.10.31	2200000	2200000								,20250114175329000	2	2	275	345112	202502	北陽電気工事	北陽電気工事	0010373413	5.7.20	5.7.20	5.10.31	5.10.31	2200000	2200000								,2620,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085602250,1,23,001,000230,202507,,,20250114175329000	2	3	275	345112	202502	北陽電気工事	北陽電気工事	0010373413	5.6.20	5.6.20	5.9.30	5.9.30	2100000	2100000								,20250114175329000	2	3	275	345112	202502	北陽電気工事	北陽電気工事	0010373413	5.6.20	5.6.20	5.9.30	5.9.30	2100000	2100000								,2621,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085602250,1,24,001,000230,202507,,,20250114175329000	2	4	275	345112	202502	神州電気	神州電気	1207852226	5.7.18	5.7.18	5.10.15	5.10.15	800800	800800								,20250114175329000	2	4	275	345112	202502	神州電気	神州電気	1207852226	5.7.18	5.7.18	5.10.15	5.10.15	800800	800800								,2622,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085602250,1,25,001,000230,202507,,,20250114175329000	2	6	275	345112	202502	大成電気水道工業	大成電気水道工業	6640548927	5.5.10	5.5.10	5.8.1	5.8.1	5280770	5280770					島根中央信用金庫	島根中央信用金庫		,20250114175329000	2	6	275	345112	202502	大成電気水道工業	大成電気水道工業	6640548927	5.5.10	5.5.10	5.8.1	5.8.1	5280770	5280770					島根中央信用金庫	島根中央信用金庫		,2623,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085602250,1,26,001,000230,202507,,,20250114175329000	2	7	275	345112	202502	栗原工業	栗原工業	6404309993	5.4.30	5.4.30	5.8.31	5.8.31	5000000	5000000					〃	〃		,20250114175329000	2	7	275	345112	202502	栗原工業	栗原工業	6404309993	5.4.30	5.4.30	5.8.31	5.8.31	5000000	5000000					〃	〃		,2624,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085602250,1,27,001,000230,202507,,,20250114175329000	2	8	275	345112	202502	神州電気	神州電気	1207852226	5.5.15	5.5.15	5.8.16	5.8.16	3843400	3843400					〃	〃		,20250114175329000	2	8	275	345112	202502	神州電気	神州電気	1207852226	5.5.15	5.5.15	5.8.16	5.8.16	3843400	3843400					〃	〃		,2625,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085602250,1,28,001,000230,202507,,,20250114175329000	2	9	275	345112	202502	栗原工業	栗原工業	6404309993	5.4.30	5.4.30	5.8.31	5.8.31	1160000	1160000					〃	〃		,20250114175329000	2	9	275	345112	202502	栗原工業	栗原工業	6404309993	5.4.30	5.4.30	5.8.31	5.8.31	1160000	1160000					〃	〃		,2626,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085602250,1,29,001,000230,202507,,,20250114175329000	2	11	275	345112	202502	神州電気	神州電気	1207852226	5.6.15	5.6.15	5.9.15	5.9.15	382976	382976								,20250114175329000	2	11	275	345112	202502	神州電気	神州電気	1207852226	5.6.15	5.6.15	5.9.15	5.9.15	382976	382976								,2627,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085602250,1,30,001,000230,202507,,,20250114175329000	2	12	275	345112	202502	大成電気水道工業	大成電気水道工業	6640548927	5.6.12	5.6.12	5.9.1	5.9.1	192500	192500								,20250114175329000	2	12	275	345112	202502	大成電気水道工業	大成電気水道工業	6640548927	5.6.12	5.6.12	5.9.1	5.9.1	192500	192500								,2628,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
